fileName,trnscrpt
Lab41-SRI-VOiCES-rm1-musi-sp0296-ch142727-sg0031-mc03-stu-mid-dg090, these derangements are the basis of emotion its physical basis and to be moved is to perceive them take away from the consciousness this physical reflex and emotion ceases it is no longer anything but an idea
Lab41-SRI-VOiCES-rm2-babb-sp4441-ch076263-sg0017-mc07-stu-beh-dg090, quite true i'm going to lecture there on sunday next on sweden a good subject plenty to say if i should fall asleep on your sofa don't waken me i'm dead beat all right old chap go to sleep a few moments later olle was fast asleep and snoring loudly
Lab41-SRI-VOiCES-rm1-musi-sp1066-ch005330-sg0004-mc01-stu-clo-dg090, in spite of his smock frock and his straw wisped hat and his false whiskers black as erebus she knew him for her brother oh richard where have you come from what brings you here did you know me barbara was his rejoinder
Lab41-SRI-VOiCES-rm2-none-sp7995-ch276908-sg0017-mc05-stu-far-dg090, not of that monster man mister booth i am undone am revenged and have now no more business for life let them take it from me when they will our poor gentleman turned pale with horror at this speech
Lab41-SRI-VOiCES-rm1-tele-sp6965-ch291718-sg0029-mc07-stu-beh-dg090, do you suppose it would do any good to shave the cat all over at this i could not resist the impulse to scream and your mother said i do believe the creature knows whenever we speak about her
Lab41-SRI-VOiCES-rm1-musi-sp0242-ch122625-sg0004-mc05-stu-far-dg090, conventionality is not morality self righteousness is not religion to attack the first is not to assail the last to pluck the mask from the face of the pharisee is not to lift an impious hand to the crown of thorns
Lab41-SRI-VOiCES-rm1-none-sp7976-ch110523-sg0000-mc07-stu-beh-dg090, he had little enough to break or bite and once when there was a great famine in the land he could hardly procure even his daily bread and as he lay thinking in his bed one night he sighed and said to his wife what will become of us
Lab41-SRI-VOiCES-rm1-musi-sp0093-ch126208-sg0004-mc01-stu-clo-dg090, its interior was the scene of most of jude's education by private study as soon as the horse had learnt the road and the houses at which he was to pause awhile the boy seated in front would slip the reins over his arm ingeniously fix open
Lab41-SRI-VOiCES-rm2-none-sp1536-ch138488-sg0027-mc03-stu-mid-dg090, mary being not merely queen consort but also queen regnant was inaugurated in all things like a king was girt with the sword lifted up into the throne and presented with the bible the spurs and the orb of the temporal grandees of the realm and of their wives and daughters
Lab41-SRI-VOiCES-rm1-none-sp0288-ch130994-sg0008-mc07-stu-beh-dg090, if we are unwilling to impair the force of this applauded provision we shall be obliged to conclude that the united states afford the extraordinary spectacle of a government destitute even of the shadow of constitutional power to enforce the execution of its own laws
Lab41-SRI-VOiCES-rm1-none-sp5401-ch102526-sg0028-mc07-stu-beh-dg090, at last a man of ability worked himself up to the surface this was alexius comnenus nephew of the emperor isaac comnenus whose short reign we related in the opening paragraph of this chapter
Lab41-SRI-VOiCES-rm2-musi-sp5386-ch004145-sg0031-mc01-stu-clo-dg090, and must not this conclusion be strengthened when they hear ministers of talent and learning declare that the bible does sanction slaveholding and that it ought not to be made a disciplinable offence in churches and must not all doubt be dissipated when one of the most learned professors in our theological seminaries
Lab41-SRI-VOiCES-rm1-musi-sp2294-ch161714-sg0019-mc07-stu-beh-dg090, this latter was careening over as a dusky group of men lifted aboard to a heap of tumbled silks and stuffs in the stern such a sweet piece of insensible merchandise as no man i at least of all could mistake it was heru herself and the rogues were ladling her on board like so much sandal wood or cotton sheeting
Lab41-SRI-VOiCES-rm2-none-sp8605-ch276939-sg0025-mc01-stu-clo-dg090, and which was attended with a slight fever this confined her several days to her house during which booth officiated as her nurse and never stirred from her in all this time she heard not a word from missus james which gave her some uneasiness
Lab41-SRI-VOiCES-rm1-babb-sp0868-ch131295-sg0044-mc01-stu-clo-dg090, kobori enshiu katagiri sekishiu vied with each other in forming new combinations we must remember however that the flower worship of the tea masters formed only a part of their aesthetic ritual and was not a distinct religion by itself
Lab41-SRI-VOiCES-rm1-tele-sp0492-ch131899-sg0001-mc05-stu-far-dg090, blew a gale and retarded the steamer the rangoon rolled heavily and the passengers became impatient of the long monstrous waves which the wind raised before their path
Lab41-SRI-VOiCES-rm2-babb-sp3483-ch115968-sg0003-mc01-stu-clo-dg090, and laid out new camp locations scattering them farther to the south and avoiding ground which had been seared by the han beams and the immediate locations of the han wrecks during this period a sharp check was kept upon han messages
Lab41-SRI-VOiCES-rm2-babb-sp0250-ch142276-sg0020-mc07-stu-beh-dg090, and gave the face an undecided expression but he had the same large soft eyes as his daughter eyes which moved slowly and almost grandly round in their orbits and were well veiled by their transparent white eyelids
Lab41-SRI-VOiCES-rm2-musi-sp0949-ch134660-sg0010-mc07-stu-beh-dg090, that the influence of the place and the belief of a perpetual miracle should have produced some salutary effects on the morals as well as on the faith of the people yet the most respectable of the ecclesiastical writers have been obliged to confess
Lab41-SRI-VOiCES-rm1-musi-sp2294-ch161707-sg0000-mc01-stu-clo-dg090, the tumult of the struggle into which that vision led me still throbs in my mind the soft lisping voices of the planet i ransacked for its sake and the roar of the destruction which followed me back from the quest drowns all other sounds in my ears i must and will write
Lab41-SRI-VOiCES-rm2-none-sp6147-ch034606-sg0018-mc01-stu-clo-dg090, the gentleman behind him chastised him for this by a prick of his sword which made him spring round another prick in the back warned the fellow that one of noble blood was behind him and so on each one wounding him in his turn when the man closed round by the circle of swords and covered with blood
Lab41-SRI-VOiCES-rm2-babb-sp7247-ch101864-sg0009-mc05-stu-far-dg090, come come ned don't be foolish he protested you know very well that your brother's stepdaughter has been my ward for a dozen years yes but that is all i know rejoined the young man quietly i have never seen her and scarcely ever heard of her
Lab41-SRI-VOiCES-rm1-musi-sp7278-ch104730-sg0039-mc07-stu-beh-dg090, i said that in another part of the capitol it had been threatened that if a northern abolitionist should go to north carolina and utter a principle of the declaration of independence' here a loud cry of order order burst forth in which the speaker yelled the loudest
Lab41-SRI-VOiCES-rm1-none-sp7981-ch112061-sg0012-mc05-stu-far-dg090, vincent's reception of these proposals was disconcerting god forbid he would cry indignantly better that we should all go without the barest necessities of life some would come with a recommendation from the queen herself which made things doubly embarrassing
Lab41-SRI-VOiCES-rm2-babb-sp0242-ch122625-sg0009-mc07-stu-beh-dg090, as the very master of that working corps who would restore to rectitude the warped system of things because i think no commentator on his writings has yet found the comparison that suits him the terms which rightly characterise his talent
Lab41-SRI-VOiCES-rm2-babb-sp7881-ch109662-sg0035-mc01-stu-clo-dg090, all the way from south america to connive at the sacrifice please to observe how lightly my guilt rests upon my shoulders only little sister i had too and now she's gone come now take something to ease your conscience
Lab41-SRI-VOiCES-rm2-tele-sp1963-ch147036-sg0017-mc07-stu-beh-dg090, she got up to her feet unsteadily and swayed toward him in a second he was by her side his arms about her she made no resistance but rather he felt a yielding towards him which he had missed before her pale face was upturned to his and he stooped and kissed her
Lab41-SRI-VOiCES-rm2-musi-sp7540-ch101799-sg0005-mc07-stu-beh-dg090, poor soul for i was her only child and being a saint leger took naturally to the sea as a profession that i should do so was indeed so completely a foregone conclusion that i was especially educated for it at greenwich upon leaving which
Lab41-SRI-VOiCES-rm2-none-sp0472-ch129994-sg0004-mc07-stu-beh-dg090, no pride no hauteur and your sister just the same all sweetness and affability elinor wished to talk of something else but lucy still pressed her to own that she had reason for her happiness and elinor was obliged to go on
Lab41-SRI-VOiCES-rm2-musi-sp0636-ch128331-sg0015-mc05-stu-far-dg090, with marvellous quickness at a distance the more readily because certain men who had by some wonderful exercise of agility climbed up the external architecture to look in from the windows knew madame defarge well and acted as a telegraph between her and the crowd outside the building
Lab41-SRI-VOiCES-rm1-musi-sp7247-ch101864-sg0004-mc07-stu-beh-dg090, the farther away they could get from the oil that made the machinery of life run easily and noiselessly the better pleased they were the dining room looked particularly pleasant this july evening a gentle breeze stirred the curtains at the open windows
